,loss
0,569319.3125
1,542672.875
2,517093.09375
3,492550.34375
4,469012.71875
5,446449.4375
6,424829.46875
7,404122.125
8,384298.125
9,365327.8125
10,347182.03125
11,329832.75
12,313251.34375
13,297410.96875
14,282284.625
15,267846.0625
16,254069.734375
17,240930.4375
18,228403.78125
19,216465.625
20,205093.265625
21,194263.859375
22,183955.453125
23,174146.515625
24,164816.390625
25,155945.015625
26,147512.828125
27,139501.0
28,131891.234375
29,124665.703125
30,117807.5859375
31,111300.3515625
32,105127.9375
33,99275.1328125
34,93727.015625
35,88469.5078125
36,83488.8359375
37,78771.84375
38,74305.9921875
39,70079.046875
40,66079.390625
41,62295.88671875
42,58717.796875
43,55334.91015625
44,52137.40625
45,49115.87109375
46,46261.3828125
47,43565.34765625
48,41019.61328125
49,38616.33984375
50,36348.109375
51,34207.7890625
52,32188.595703125
53,30284.109375
54,28488.232421875
55,26795.029296875
56,25198.998046875
57,23694.84375
58,22277.560546875
59,20942.359375
60,19684.74609375
61,18500.3984375
62,17385.25390625
63,16335.4560546875
64,15347.337890625
65,14417.4033203125
66,13542.3798828125
67,12719.1435546875
68,11944.7509765625
69,11216.4189453125
70,10531.4765625
71,9887.4208984375
72,9281.9189453125
73,8712.73046875
74,8177.7763671875
75,7675.03515625
76,7202.59716796875
77,6758.66650390625
78,6341.5947265625
79,5949.8203125
80,5581.8095703125
81,5236.17529296875
82,4911.607421875
83,4606.853515625
84,4320.7275390625
85,4052.124755859375
86,3799.96435546875
87,3563.302490234375
88,3341.22509765625
89,3132.872802734375
90,2937.396728515625
91,2753.985595703125
92,2581.857666015625
93,2420.378662109375
94,2268.900390625
95,2126.78857421875
96,1993.4493408203125
97,1868.39892578125
98,1751.1446533203125
99,1641.2130126953125
100,1538.1014404296875
101,1441.436767578125
102,1350.789306640625
103,1265.8892822265625
104,1186.3634033203125
105,1111.892333984375
106,1042.1722412109375
107,976.9435424804688
108,915.7940673828125
109,858.4256591796875
110,804.7052001953125
111,754.4508666992188
112,707.5149536132812
113,663.56591796875
114,622.3580932617188
115,583.8875122070312
116,548.0
117,514.4699096679688
118,483.27587890625
119,454.0393371582031
120,426.5608825683594
121,400.8525085449219
122,377.0119323730469
123,354.7305908203125
124,333.8804931640625
125,314.40447998046875
126,296.54547119140625
127,279.93975830078125
128,264.4928283691406
129,250.15670776367188
130,236.9174041748047
131,224.56333923339844
132,213.243408203125
133,202.7037353515625
134,192.74827575683594
135,183.431640625
136,174.79893493652344
137,166.7149658203125
138,159.12245178222656
139,152.0425567626953
140,145.38319396972656
141,139.14608764648438
142,133.3972625732422
143,127.89804077148438
144,122.8215560913086
145,118.02474212646484
146,113.40348815917969
147,109.15576171875
148,105.20653533935547
149,101.5647201538086
150,98.2359390258789
151,95.01539611816406
152,91.93744659423828
153,89.05327606201172
154,86.39686584472656
155,83.79622650146484
156,81.3479995727539
157,78.96885681152344
158,76.6939468383789
159,74.55834197998047
160,72.59659576416016
161,70.65601348876953
162,68.78765106201172
163,66.91526794433594
164,65.17615509033203
165,63.52937316894531
166,61.93523406982422
167,60.39017868041992
168,58.87504577636719
169,57.4083251953125
170,56.01210403442383
171,54.67559051513672
172,53.397247314453125
173,52.17290115356445
174,50.98835754394531
175,49.83405685424805
176,48.72938919067383
177,47.649147033691406
178,46.60822296142578
179,45.60639953613281
180,44.62245559692383
181,43.66954803466797
182,42.74086380004883
183,41.80355453491211
184,40.922977447509766
185,40.05356216430664
186,39.246726989746094
187,38.43776321411133
188,37.66750717163086
189,36.915000915527344
190,36.17676544189453
191,35.47023391723633
192,34.76518630981445
193,34.063507080078125
194,33.404972076416016
195,32.76202392578125
196,32.12549591064453
197,31.514638900756836
198,30.913108825683594
199,30.336977005004883
200,29.756799697875977
201,29.20354652404785
202,28.652807235717773
203,28.118091583251953
204,27.582178115844727
205,27.076087951660156
206,26.567476272583008
207,26.071292877197266
208,25.5821590423584
209,25.084997177124023
210,24.629932403564453
211,24.173959732055664
212,23.73448944091797
213,23.315282821655273
214,22.902894973754883
215,22.484310150146484
216,22.077903747558594
217,21.67144775390625
218,21.297819137573242
219,20.918569564819336
220,20.53757667541504
221,20.157817840576172
222,19.790945053100586
223,19.43052864074707
224,19.072086334228516
225,18.722116470336914
226,18.37771987915039
227,18.05197525024414
228,17.72622299194336
229,17.39614486694336
230,17.096397399902344
231,16.79989242553711
232,16.494314193725586
233,16.19476318359375
234,15.897259712219238
235,15.597552299499512
236,15.315784454345703
237,15.054512023925781
238,14.769380569458008
239,14.51628589630127
240,14.252214431762695
241,13.986578941345215
242,13.748926162719727
243,13.498205184936523
244,13.25642204284668
245,13.015451431274414
246,12.780580520629883
247,12.562341690063477
248,12.334291458129883
249,12.110550880432129
250,11.895672798156738
251,11.671173095703125
252,11.462357521057129
253,11.258057594299316
254,11.060523986816406
255,10.857893943786621
256,10.652379035949707
257,10.455501556396484
258,10.2675199508667
259,10.087080001831055
260,9.905308723449707
261,9.714831352233887
262,9.544548034667969
263,9.363706588745117
264,9.197513580322266
265,9.024162292480469
266,8.849678993225098
267,8.687920570373535
268,8.521598815917969
269,8.350677490234375
270,8.210955619812012
271,8.041833877563477
272,7.8917365074157715
273,7.750936985015869
274,7.583609104156494
275,7.437183380126953
276,7.284100532531738
277,7.150298118591309
278,7.0117292404174805
279,6.87809419631958
280,6.740705490112305
281,6.608222007751465
282,6.494396686553955
283,6.362584114074707
284,6.240068435668945
285,6.119032382965088
286,6.007258415222168
287,5.877882480621338
288,5.769103527069092
289,5.629932403564453
290,5.517467498779297
291,5.417734146118164
292,5.311871528625488
293,5.1902971267700195
294,5.083907127380371
295,4.9948954582214355
296,4.86864709854126
297,4.770735740661621
298,4.666551113128662
299,4.579179286956787
300,4.479656219482422
301,4.367416858673096
302,4.278376579284668
303,4.197061061859131
304,4.1047234535217285
305,4.026331901550293
306,3.935084581375122
307,3.8446426391601562
308,3.77193546295166
309,3.686415433883667
310,3.5965240001678467
311,3.5154924392700195
312,3.45609450340271
313,3.3753957748413086
314,3.296567440032959
315,3.218334436416626
316,3.1475653648376465
317,3.080738067626953
318,3.006709575653076
319,2.9429728984832764
320,2.8699257373809814
321,2.802626132965088
322,2.7367632389068604
323,2.6595442295074463
324,2.6024372577667236
325,2.5332138538360596
326,2.4862284660339355
327,2.4181127548217773
328,2.357339382171631
329,2.3050734996795654
330,2.2493269443511963
331,2.1845245361328125
332,2.1266000270843506
333,2.0722408294677734
334,2.0122311115264893
335,1.9638793468475342
336,1.9112496376037598
337,1.879970908164978
338,1.8154593706130981
339,1.7809362411499023
340,1.7162270545959473
341,1.653031826019287
342,1.631088137626648
343,1.5737690925598145
344,1.5255190134048462
345,1.479793667793274
346,1.4425495862960815
347,1.403770923614502
348,1.375586748123169
349,1.3148187398910522
350,1.273124098777771
351,1.2149676084518433
352,1.1903637647628784
353,1.1462604999542236
354,1.1183452606201172
355,1.07291841506958
356,1.0352734327316284
357,1.0107492208480835
358,0.9581698775291443
359,0.9354223608970642
360,0.8796423673629761
361,0.8537338376045227
362,0.8142485618591309
363,0.7874012589454651
364,0.7551510334014893
365,0.720329999923706
366,0.694076657295227
367,0.6623985171318054
368,0.6456118822097778
369,0.6109630465507507
370,0.5832831263542175
371,0.5405498743057251
372,0.5180267691612244
373,0.4867181181907654
374,0.46975961327552795
375,0.438701331615448
376,0.4159441888332367
377,0.4007151126861572
378,0.3607073724269867
379,0.3387868106365204
380,0.3075590133666992
381,0.3041870892047882
382,0.264950692653656
383,0.22683829069137573
384,0.23276548087596893
385,0.19633911550045013
386,0.2025027573108673
387,0.16932514309883118
388,0.14315220713615417
389,0.13180196285247803
390,0.11304550617933273
391,0.08336032181978226
392,0.07687069475650787
393,0.04734349250793457
394,0.034974414855241776
395,0.01288179773837328
396,0.0007286274340003729
397,-0.009575976058840752
398,-0.0325058177113533
399,-0.04864926263689995
400,-0.05950350686907768
401,-0.08567289263010025
402,-0.08026749640703201
403,-0.09171595424413681
404,-0.1215263083577156
405,-0.13870783150196075
406,-0.1590762734413147
407,-0.15747684240341187
408,-0.18592655658721924
409,-0.18805204331874847
410,-0.19999714195728302
411,-0.2111160010099411
412,-0.22713176906108856
413,-0.2544104754924774
414,-0.2541388273239136
415,-0.24401381611824036
416,-0.27035295963287354
417,-0.2872256338596344
418,-0.297550231218338
419,-0.3031769096851349
420,-0.3195842206478119
421,-0.3323636054992676
422,-0.3359248638153076
423,-0.35274428129196167
424,-0.3504098951816559
425,-0.37098777294158936
426,-0.3564658761024475
427,-0.38556477427482605
428,-0.39589837193489075
429,-0.4017101228237152
430,-0.40816718339920044
431,-0.4085069000720978
432,-0.42881494760513306
433,-0.4222250282764435
434,-0.4361209273338318
435,-0.4420987367630005
436,-0.44094938039779663
437,-0.46337890625
438,-0.4566013813018799
439,-0.4749043881893158
440,-0.4701106548309326
441,-0.4729749858379364
442,-0.4817560613155365
443,-0.48795226216316223
444,-0.49611660838127136
445,-0.5083295106887817
446,-0.5114753842353821
447,-0.5228202939033508
448,-0.5188019275665283
449,-0.5169866681098938
450,-0.5322559475898743
451,-0.5294261574745178
452,-0.5345728397369385
453,-0.5389240980148315
454,-0.5443430542945862
455,-0.527711033821106
456,-0.5577062964439392
457,-0.5572500824928284
458,-0.5728380680084229
459,-0.56770920753479
460,-0.5561018586158752
461,-0.5749601721763611
462,-0.5725672841072083
463,-0.593104362487793
464,-0.5851983428001404
465,-0.585244357585907
466,-0.5892184972763062
467,-0.5976200699806213
468,-0.5868400931358337
469,-0.6029301285743713
470,-0.5956667065620422
471,-0.5888412594795227
472,-0.6057422161102295
473,-0.6058711409568787
474,-0.62513667345047
475,-0.619218647480011
476,-0.6253020167350769
477,-0.6279392838478088
478,-0.6157399415969849
479,-0.6140835881233215
480,-0.6190739274024963
481,-0.6168991327285767
482,-0.6256324648857117
483,-0.6278794407844543
484,-0.6434738039970398
485,-0.6407615542411804
486,-0.6241170167922974
487,-0.6362752914428711
488,-0.6261454820632935
489,-0.6327688097953796
490,-0.64356529712677
491,-0.6463130116462708
492,-0.6352156400680542
493,-0.6540462374687195
494,-0.6295173764228821
495,-0.6605126261711121
496,-0.6543326377868652
497,-0.6365652680397034
498,-0.6446256041526794
499,-0.6588873863220215
500,-0.6663221716880798
501,-0.6528031826019287
502,-0.6585003137588501
503,-0.6492930054664612
504,-0.6638586521148682
505,-0.664868175983429
506,-0.6544750332832336
507,-0.6496701836585999
508,-0.6601296067237854
509,-0.6703194975852966
510,-0.6789713501930237
511,-0.6462241411209106
512,-0.6732898950576782
513,-0.6683613061904907
514,-0.6912938952445984
515,-0.6687472462654114
516,-0.6594977974891663
517,-0.6680970788002014
518,-0.6755290627479553
519,-0.660460352897644
520,-0.6832677721977234
521,-0.6805323362350464
522,-0.6654402017593384
523,-0.6742960810661316
524,-0.6832483410835266
525,-0.6868607401847839
526,-0.689860463142395
527,-0.6812827587127686
528,-0.6763682961463928
529,-0.682793140411377
530,-0.6801195740699768
531,-0.6763501167297363
532,-0.6787305474281311
533,-0.687964141368866
534,-0.6740351319313049
535,-0.678787350654602
536,-0.6915768980979919
537,-0.6868298649787903
538,-0.6862007975578308
539,-0.6968306303024292
540,-0.6955937147140503
541,-0.6982628107070923
542,-0.6850100755691528
543,-0.7064703702926636
544,-0.6907364130020142
545,-0.6872718334197998
546,-0.6924391984939575
547,-0.7056331634521484
548,-0.7151628732681274
549,-0.700073778629303
550,-0.6938403844833374
551,-0.6931262612342834
552,-0.7000301480293274
553,-0.7055454850196838
554,-0.7043738961219788
555,-0.7044661641120911
556,-0.7176669239997864
557,-0.707961916923523
558,-0.7007172703742981
559,-0.7042859196662903
560,-0.6983948945999146
561,-0.7037361264228821
562,-0.7000916600227356
563,-0.7239006161689758
564,-0.7118487358093262
565,-0.707655668258667
566,-0.704907238483429
567,-0.7238789200782776
568,-0.7084124088287354
569,-0.7165187001228333
570,-0.7135521769523621
571,-0.7117613554000854
572,-0.7032926678657532
573,-0.7189006209373474
574,-0.7122610807418823
575,-0.716833233833313
576,-0.7074708938598633
577,-0.7134931683540344
578,-0.7119854688644409
579,-0.7171268463134766
580,-0.7225019335746765
581,-0.7163101434707642
582,-0.7270603179931641
583,-0.7311806082725525
584,-0.7150823473930359
585,-0.7000177502632141
586,-0.7277884483337402
587,-0.7031648755073547
588,-0.7210395336151123
589,-0.7134087681770325
590,-0.7438663840293884
591,-0.7228609919548035
592,-0.7293444275856018
593,-0.7301204204559326
594,-0.7132736444473267
595,-0.7246630191802979
596,-0.7266915440559387
597,-0.7159358859062195
598,-0.721279501914978
599,-0.7324707508087158
600,-0.7392179369926453
601,-0.740837812423706
602,-0.714476466178894
603,-0.7323645949363708
604,-0.7386424541473389
605,-0.7356624603271484
606,-0.7297675609588623
607,-0.7159579992294312
608,-0.7195873856544495
609,-0.7417858839035034
610,-0.7432003021240234
611,-0.7438461780548096
612,-0.7507390975952148
613,-0.7442830801010132
614,-0.7360849976539612
615,-0.7320626378059387
616,-0.7427635788917542
617,-0.7435672879219055
618,-0.7570120692253113
619,-0.7480578422546387
620,-0.7461917400360107
621,-0.7241920232772827
622,-0.7479686737060547
623,-0.7337043285369873
624,-0.7431339621543884
625,-0.7427054643630981
626,-0.7434887290000916
627,-0.7625780701637268
628,-0.7396122217178345
629,-0.7377796769142151
630,-0.7488994002342224
631,-0.7505329251289368
632,-0.7452375888824463
633,-0.756251335144043
634,-0.7457209229469299
635,-0.7651980519294739
636,-0.7631015777587891
637,-0.7497433423995972
638,-0.7551582455635071
639,-0.755084216594696
640,-0.745251476764679
641,-0.7637677788734436
642,-0.7425340414047241
643,-0.74684739112854
644,-0.7686242461204529
645,-0.7613745927810669
646,-0.7684586644172668
647,-0.7531776428222656
648,-0.757033109664917
649,-0.7583546042442322
650,-0.765149712562561
651,-0.7735303044319153
652,-0.7636326551437378
653,-0.7666751146316528
654,-0.7533584237098694
655,-0.7701375484466553
656,-0.7544525265693665
657,-0.7665921449661255
658,-0.761874258518219
659,-0.7730172276496887
660,-0.7733289003372192
661,-0.7716492414474487
662,-0.7615208625793457
663,-0.7679752707481384
664,-0.7760648727416992
665,-0.7700783014297485
666,-0.7691174149513245
667,-0.7610628604888916
668,-0.7649107575416565
669,-0.7571057677268982
670,-0.7812938094139099
671,-0.7615551352500916
672,-0.7836964726448059
673,-0.767447292804718
674,-0.784061849117279
675,-0.7767110466957092
676,-0.7776419520378113
677,-0.7676882743835449
678,-0.78164142370224
679,-0.7766016721725464
680,-0.7688060998916626
681,-0.7746338248252869
682,-0.7856975197792053
683,-0.7758306264877319
684,-0.7865200638771057
685,-0.7834545969963074
686,-0.7760432362556458
687,-0.7860769629478455
688,-0.7674362659454346
689,-0.7762598991394043
690,-0.7736990451812744
691,-0.7669416666030884
692,-0.7770671248435974
693,-0.7674943208694458
694,-0.7915440797805786
695,-0.7856969833374023
696,-0.7856917381286621
697,-0.7913888692855835
698,-0.7980912327766418
699,-0.7841581702232361
